,OverallError
0,4.0494866371154785
1,4.058098316192627
2,4.045358657836914
3,4.060051441192627
4,4.061899662017822
5,4.050325870513916
6,4.046022415161133
7,4.0607991218566895
8,4.058568954467773
9,4.058326244354248
