,OverallError
0,3.526353120803833
1,3.5253710746765137
2,3.5257649421691895
3,3.520750045776367
4,3.470160722732544
5,3.489783525466919
6,3.5194613933563232
7,3.525643825531006
8,3.526521682739258
9,3.894221544265747
