,OverallError
0,4.380013942718506
1,3.954265832901001
2,3.944693088531494
3,3.956432342529297
4,3.9455504417419434
5,3.9558188915252686
6,3.9564263820648193
7,3.9567244052886963
8,3.957920789718628
9,4.378557205200195
