,OverallError
0,3.9761860370635986
1,3.971515655517578
2,3.9739251136779785
3,3.9751219749450684
4,3.5419154167175293
5,3.9723048210144043
6,3.546283006668091
7,3.971853733062744
8,3.9716105461120605
9,3.9731857776641846
