,OverallError
0,3.9244189262390137
1,3.917055606842041
2,3.9183223247528076
3,3.9053802490234375
4,3.922384738922119
5,3.917046308517456
6,3.9216835498809814
7,3.917478084564209
8,3.8958053588867188
9,3.9141974449157715
