,OverallError
0,3.922694683074951
1,3.9246439933776855
2,3.9225077629089355
3,3.921854019165039
4,3.9239509105682373
5,3.9216949939727783
6,3.922663927078247
7,3.9238333702087402
8,3.9236042499542236
9,3.921663999557495
