,OverallError
0,3.987018585205078
1,3.9952571392059326
2,3.99491024017334
3,3.9849495887756348
4,3.995154619216919
5,3.992964744567871
6,3.993021249771118
7,3.994072675704956
8,3.994067907333374
9,3.993197202682495
