,OverallError
0,3.483383893966675
1,3.4502174854278564
2,3.471275806427002
3,3.4696743488311768
4,3.4945685863494873
5,3.519652843475342
6,3.479464292526245
7,3.4572196006774902
8,3.479067325592041
9,3.4954142570495605
