,OverallError
0,3.821195602416992
1,3.8218071460723877
2,3.821171283721924
3,3.820770263671875
4,3.8220417499542236
5,3.8217997550964355
6,3.8180038928985596
7,3.816340923309326
8,3.820464611053467
9,3.816868305206299
