,OverallError
0,4.0498127937316895
1,4.041903495788574
2,4.025364398956299
3,4.051421642303467
4,4.063338279724121
5,4.0589470863342285
6,4.064428329467773
7,4.0615315437316895
8,4.0585150718688965
9,4.040858268737793
