,OverallError
0,3.5959746837615967
1,3.6055145263671875
2,3.598968505859375
3,3.603649139404297
4,3.592388153076172
5,3.603539228439331
6,3.599557399749756
7,3.6025550365448
8,3.60052227973938
9,3.6013946533203125
