,OverallError
0,4.009713172912598
1,4.003574848175049
2,4.008161544799805
3,4.006598472595215
4,4.012276649475098
5,4.011474132537842
6,4.00772762298584
7,4.008235454559326
8,3.9932353496551514
9,3.999152660369873
