,OverallError
0,3.9073574542999268
1,3.9227840900421143
2,4.318544387817383
3,3.9193077087402344
4,3.9179794788360596
5,3.9214706420898438
6,3.918468952178955
7,3.9221396446228027
8,3.9238171577453613
9,3.922297716140747
