,OverallError,PANAS.Positive_Error,PANAS.Negative_Error,PANAS.Positive_Accuracy,PANAS.Negative_Accuracy
0,5.341386318206787,2.6753084659576416,2.666078567504883,0.656982421875,0.6566406488418579
1,4.6185784339904785,2.304981231689453,2.3135972023010254,0.78662109375,0.786572277545929
2,5.867599964141846,2.937573194503784,2.9300265312194824,0.6322265863418579,0.629150390625
3,3.4320952892303467,1.6670033931732178,1.7650916576385498,0.826904296875,0.821826159954071
4,3.0446479320526123,1.5223338603973389,1.5223143100738525,0.685742199420929,0.684277355670929
5,5.270376682281494,2.674288511276245,2.59608793258667,0.710888683795929,0.712353527545929
6,4.20786190032959,2.0997796058654785,2.1080825328826904,0.717089831829071,0.71826171875
7,5.179455757141113,2.5904324054718018,2.5890231132507324,0.6761230230331421,0.674365222454071
8,3.849379777908325,1.9034645557403564,1.9459152221679688,0.774853527545929,0.7726074457168579
9,3.5742554664611816,1.729305624961853,1.8449499607086182,0.737988293170929,0.741406261920929
