,OverallError
0,3.9134678840637207
1,3.9140491485595703
2,3.895603656768799
3,3.9224421977996826
4,3.9124131202697754
5,3.92156982421875
6,3.921862840652466
7,3.9145896434783936
8,3.9142022132873535
9,3.919171094894409
