,OverallError
0,3.9163262844085693
1,3.9194231033325195
2,3.922288656234741
3,3.9132750034332275
4,3.91850209236145
5,3.917933464050293
6,3.9125630855560303
7,3.9092698097229004
8,3.9182844161987305
9,3.9215567111968994
