,OverallError
0,3.914844036102295
1,3.914886951446533
2,3.9112231731414795
3,3.9176290035247803
4,4.32211971282959
5,3.9137191772460938
6,3.90867280960083
7,3.9148030281066895
8,3.9074172973632812
9,3.9002180099487305
