,OverallError
0,3.974299430847168
1,3.9724531173706055
2,3.972869873046875
3,3.9732167720794678
4,3.9618775844573975
5,3.972712755203247
6,3.9731526374816895
7,3.9668655395507812
8,3.973207950592041
9,3.973973274230957
