,OverallError
0,3.92335844039917
1,3.914839267730713
2,3.9162509441375732
3,3.9152896404266357
4,3.9185004234313965
5,3.9113075733184814
6,3.9160895347595215
7,3.914562702178955
8,3.921937942504883
9,3.9067299365997314
