,OverallError
0,3.922370195388794
1,3.9149329662323
2,3.919981002807617
3,3.9142634868621826
4,3.9033398628234863
5,3.917454481124878
6,3.9100098609924316
7,3.9203426837921143
8,3.9079627990722656
9,3.9140467643737793
