,OverallError
0,4.044981002807617
1,3.976720094680786
2,4.393876552581787
3,3.9916388988494873
4,4.021453380584717
5,4.025638580322266
6,4.4000935554504395
7,4.027911186218262
8,4.404219627380371
9,3.977295398712158
