,OverallError
0,3.628586530685425
1,4.037036895751953
2,4.037783622741699
3,3.6258323192596436
4,4.0372090339660645
5,3.6247596740722656
6,3.625042676925659
7,3.626788377761841
8,3.629246234893799
9,3.622936248779297
