,OverallError,PANAS.Positive_Error,PANAS.Negative_Error,PANAS.Positive_Accuracy,PANAS.Negative_Accuracy
0,29407662047232.0,11682204090368.0,17725457956864.0,0.02264404296875,0.02734375
1,34974291984384.0,18041224036352.0,16933072142336.0,0.0242919921875,0.0244140625
2,29352221736960.0,11786391650304.0,17565826940928.0,0.024658203125,0.02679443359375
3,32928092389376.0,15443280527360.0,17484809764864.0,0.02520751953125,0.02581787109375
4,24697810976768.0,13287412465664.0,11410400608256.0,0.0242919921875,0.02593994140625
5,30755067527168.0,16235170365440.0,14519894016000.0,0.02349853515625,0.0240478515625
6,39013670977536.0,21845849931776.0,17167818948608.0,0.02313232421875,0.023681640625
7,32282628849664.0,13658004389888.0,18624624459776.0,0.02130126953125,0.0250244140625
8,33923608346624.0,16503437000704.0,17420170297344.0,0.02691650390625,0.02520751953125
9,29506138013696.0,14492790423552.0,15013348638720.0,0.0284423828125,0.02496337890625
