,OverallError
0,3.9204866886138916
1,3.8958983421325684
2,3.91792893409729
3,3.918283224105835
4,3.905571937561035
5,3.9177610874176025
6,3.915463447570801
7,3.9224233627319336
8,3.9025626182556152
9,3.9037201404571533
