,OverallError
0,3.9506406784057617
1,3.9531869888305664
2,3.9468958377838135
3,3.928262233734131
4,3.9348840713500977
5,3.9431846141815186
6,3.943359375
7,3.9573135375976562
8,3.940936326980591
9,3.955138921737671
