,OverallError,Anger.Self_Error,Disgust.Self_Error,Fear.Self_Error,Happiness.Self_Error,Sadness.Self_Error,Surprise.Self_Error,Anger.Self_Accuracy,Disgust.Self_Accuracy,Fear.Self_Accuracy,Happiness.Self_Accuracy,Sadness.Self_Accuracy,Surprise.Self_Accuracy
0,3.7574098110198975,0.5122237801551819,0.5122052431106567,3.201419129794658e-10,1.0499833822250366,0.7178753018379211,0.9651222825050354,0.79144287109375,0.79144287109375,1.0,0.46771240234375,0.73406982421875,0.586181640625
1,3.7358741760253906,0.5020074844360352,0.5019986033439636,2.4104872764496577e-08,1.0480350255966187,0.7164125442504883,0.967420756816864,0.79931640625,0.79931640625,1.0,0.4664306640625,0.7386474609375,0.58392333984375
2,3.737513303756714,0.5030407905578613,0.5030423998832703,0.0,1.0488452911376953,0.7118725776672363,0.9707123041152954,0.7987060546875,0.7987060546875,1.0,0.4691162109375,0.740234375,0.58074951171875
3,3.734929084777832,0.5015262961387634,0.5015066862106323,0.0,1.0487284660339355,0.7174731492996216,0.9656943082809448,0.799560546875,0.799560546875,1.0,0.4656982421875,0.73834228515625,0.5855712890625
4,3.751565933227539,0.509824275970459,0.5098417401313782,2.1682269313316738e-09,1.0485694408416748,0.721766471862793,0.9615638852119446,0.7933349609375,0.7933349609375,1.0,0.46832275390625,0.7335205078125,0.58953857421875
5,3.7591145038604736,0.5118167400360107,0.5118266940116882,9.380860888086318e-08,1.0452831983566284,0.7246047854423523,0.9655828475952148,0.791748046875,0.791748046875,1.0,0.47271728515625,0.7315673828125,0.585693359375
6,3.749272108078003,0.506769061088562,0.5067399144172668,3.3469393923013513e-10,1.0491057634353638,0.7212923169136047,0.9653652906417847,0.79571533203125,0.79571533203125,1.0,0.46514892578125,0.73492431640625,0.58587646484375
7,3.756868600845337,0.5098962783813477,0.5099233984947205,1.6734699737064318e-10,1.0503292083740234,0.7236694097518921,0.9630503058433533,0.79315185546875,0.79315185546875,1.0,0.4638671875,0.732666015625,0.588134765625
8,3.730830430984497,0.5033347606658936,0.5032802820205688,0.0,1.0495185852050781,0.7127894759178162,0.9619070291519165,0.7984619140625,0.7984619140625,1.0,0.466796875,0.73974609375,0.5892333984375
9,3.737307071685791,0.5034244060516357,0.503408670425415,4.767425423324312e-07,1.0466468334197998,0.7122995853424072,0.9715268611907959,0.7982177734375,0.7982177734375,1.0,0.47113037109375,0.73968505859375,0.58001708984375
