,OverallError,PANAS.Positive_Error,PANAS.Negative_Error,PANAS.Positive_Accuracy,PANAS.Negative_Accuracy
0,474531776954368.0,262402687893504.0,212129139392512.0,0.02497558668255806,0.025146484375
1,433162685513728.0,246104763400192.0,187057938890752.0,0.0240478515625,0.02546386793255806
2,504529640488960.0,257963251990528.0,246566388498432.0,0.02329101599752903,0.02456054650247097
3,525994242867200.0,290862701477888.0,235131474280448.0,0.02431640587747097,0.02358398400247097
4,591362302935040.0,312108663177216.0,279253622980608.0,0.02314453199505806,0.02495117112994194
5,459200790528000.0,258834694144000.0,200366096384000.0,0.02475585974752903,0.02492675743997097
6,377107188285440.0,165924267098112.0,211182921187328.0,0.02595214918255806,0.02294921875
7,458836993376256.0,248216008261632.0,210620918005760.0,0.02507324144244194,0.02451171912252903
8,486383940534272.0,270316467126272.0,216067506962432.0,0.0242919921875,0.02473144605755806
9,487518415880192.0,224692187168768.0,262826195156992.0,0.02524414099752903,0.02375488355755806
