,OverallError
0,3.52402925491333
1,3.5133605003356934
2,3.5236949920654297
3,3.5163803100585938
4,3.5236384868621826
5,3.523146390914917
6,3.5217602252960205
7,3.5192787647247314
8,3.52348256111145
9,3.521444797515869
