,OverallError
0,3.9687259197235107
1,3.9776177406311035
2,3.9848270416259766
3,3.980175733566284
4,4.000475883483887
5,3.9763240814208984
6,3.991936206817627
7,3.9739837646484375
8,3.9646005630493164
9,3.9715914726257324
