,OverallError
0,3.7740559577941895
1,3.7733097076416016
2,3.774700164794922
3,3.7766799926757812
4,3.760205030441284
5,3.7682785987854004
6,3.7771122455596924
7,3.7700488567352295
8,3.7752723693847656
9,3.755769729614258
