,OverallError
0,3.9075324535369873
1,3.907654285430908
2,3.9075798988342285
3,3.9075286388397217
4,3.8951454162597656
5,3.9078686237335205
6,3.8929343223571777
7,3.906322956085205
8,3.908581495285034
9,3.9084270000457764
