,OverallError
0,4.317752838134766
1,3.920665979385376
2,4.318746566772461
3,3.9227590560913086
4,3.907236337661743
5,4.316110610961914
6,4.315093517303467
7,3.922321081161499
8,3.921642541885376
9,3.922508478164673
