,OverallError
0,4.1018900871276855
1,4.101376056671143
2,4.102798938751221
3,4.101155757904053
4,4.548237323760986
5,4.100177764892578
6,4.101390361785889
7,4.102424621582031
8,4.546718120574951
9,4.09830904006958
