,OverallError,PANAS.Positive_Error,PANAS.Negative_Error,PANAS.Positive_Accuracy,PANAS.Negative_Accuracy
0,3503986944.0,1646470400.0,1857516416.0,0.024547230452299118,0.02783203125
1,3826934016.0,1778697088.0,2048237568.0,0.024946732446551323,0.025168679654598236
2,2640312576.0,1231928832.0,1408383744.0,0.025479404255747795,0.027476917952299118
3,4801691648.0,2118995840.0,2682695680.0,0.025745738297700882,0.0244140625
4,7110480384.0,3436276736.0,3674203648.0,0.024280894547700882,0.025967685505747795
5,5061658624.0,2143485952.0,2918172160.0,0.026234019547700882,0.025168679654598236
6,8683936768.0,4600933888.0,4083003392.0,0.026278408244252205,0.024458451196551323
7,4738941952.0,2291580672.0,2447361792.0,0.024991123005747795,0.02410333789885044
8,2757232896.0,1635869184.0,1121363840.0,0.023082386702299118,0.024547230452299118
9,6042680320.0,3459608576.0,2583072000.0,0.023526279255747795,0.024636007845401764
