,OverallError
0,3.922156810760498
1,3.92340087890625
2,3.9206981658935547
3,3.9211478233337402
4,3.9235141277313232
5,3.9226372241973877
6,3.9209518432617188
7,3.923638105392456
8,3.922039031982422
9,3.922119617462158
