,OverallError
0,3.7228095531463623
1,3.7175707817077637
2,3.7158591747283936
3,3.714714765548706
4,4.14105749130249
5,3.7196438312530518
6,3.720754384994507
7,3.706970691680908
8,3.717406749725342
9,3.7110941410064697
