,OverallError
0,3.9158737659454346
1,3.9158520698547363
2,3.9141640663146973
3,3.920248508453369
4,3.9166476726531982
5,3.9129841327667236
6,3.919869899749756
7,3.918132781982422
8,3.9141831398010254
9,3.8934788703918457
