,OverallError
0,3.924657106399536
1,3.922175884246826
2,3.9219768047332764
3,3.923556089401245
4,3.9220008850097656
5,4.317100524902344
6,4.3187408447265625
7,3.9092941284179688
8,3.9217288494110107
9,3.92287015914917
