,OverallError
0,3.5912933349609375
1,3.570378065109253
2,3.5750160217285156
3,3.6153953075408936
4,3.587271213531494
5,3.5839486122131348
6,3.581684112548828
7,4.013526916503906
8,3.5845673084259033
9,3.5787200927734375
