,OverallError
0,3.9334657192230225
1,3.929208993911743
2,3.9380362033843994
3,3.9350929260253906
4,3.918393135070801
5,3.925443410873413
6,3.9215877056121826
7,3.940098762512207
8,3.9388389587402344
9,3.937729835510254
