,OverallError,PANAS.Positive_Error,PANAS.Negative_Error,PANAS.Positive_Accuracy,PANAS.Negative_Accuracy
0,710721457356800.0,369129320087552.0,341592036605952.0,0.025590376928448677,0.02545720897614956
1,560359517716480.0,246825529376768.0,313534021894144.0,0.024525035172700882,0.02483575977385044
2,611658170892288.0,321002802249728.0,290655502860288.0,0.024991123005747795,0.025346236303448677
3,633026035843072.0,243612742844416.0,389413309775872.0,0.024125533178448677,0.024680398404598236
4,608199581368320.0,298282123264000.0,309917558767616.0,0.025767933577299118,0.023481888696551323
5,727472769335296.0,342174877089792.0,385297791582208.0,0.02570134960114956,0.026145242154598236
6,644170939105280.0,264333074366464.0,379837747298304.0,0.025390625,0.025656960904598236
7,828873524641792.0,523571780648960.0,305301643329536.0,0.02496892772614956,0.025479404255747795
8,692813926760448.0,423391970459648.0,269422006632448.0,0.025612570345401764,0.025368429720401764
9,740818776227840.0,369627267858432.0,371191575478272.0,0.025390625,0.025590376928448677
