,OverallError
0,3.5717060565948486
1,3.5751357078552246
2,3.5732979774475098
3,3.574026584625244
4,3.5703914165496826
5,3.5675101280212402
6,3.574658155441284
7,3.5582690238952637
8,3.5737037658691406
9,3.5726866722106934
