,OverallError
0,3.9332401752471924
1,3.9162614345550537
2,3.9263916015625
3,3.922940492630005
4,3.934290647506714
5,3.9348983764648438
6,3.9132516384124756
7,3.9037601947784424
8,3.922973155975342
9,3.9040231704711914
