,OverallError
0,3.9683127403259277
1,3.9571304321289062
2,3.9662253856658936
3,3.9624552726745605
4,3.9697906970977783
5,3.959895133972168
6,3.9684126377105713
7,3.971831798553467
8,3.9640190601348877
9,3.9656200408935547
