,OverallError
0,3.7837538719177246
1,3.7825839519500732
2,4.160928249359131
3,3.736037492752075
4,3.780918598175049
5,3.782759189605713
6,3.7252297401428223
7,3.737962245941162
8,3.7823519706726074
9,3.7357144355773926
