,OverallError
0,3.9197921752929688
1,3.9213860034942627
2,3.9219610691070557
3,3.9178924560546875
4,3.91749906539917
5,3.919912815093994
6,3.908884286880493
7,3.9183413982391357
8,3.919921875
9,3.921027660369873
