,OverallError
0,4.091400623321533
1,4.100277900695801
2,4.096191883087158
3,4.093286514282227
4,4.091619491577148
5,4.083902359008789
6,4.078229904174805
7,4.07819938659668
8,4.0887885093688965
9,4.096766948699951
