,OverallError
0,4.040799140930176
1,4.0624589920043945
2,4.056495189666748
3,4.0569634437561035
4,4.059050559997559
5,4.061437129974365
6,4.061929702758789
7,4.062017440795898
8,4.056319236755371
9,4.05855131149292
