,OverallError
0,3.932483196258545
1,3.90539288520813
2,3.9372501373291016
3,3.9465644359588623
4,3.912365674972534
5,3.943040132522583
6,3.913982391357422
7,3.958301544189453
8,3.951951265335083
9,3.9375946521759033
