,OverallError
0,3.9345767498016357
1,3.935368537902832
2,3.9393370151519775
3,3.9240329265594482
4,3.9994735717773438
5,3.936750650405884
6,3.933443784713745
7,3.9345359802246094
8,4.015631675720215
9,3.93866229057312
