,OverallError
0,3.923053503036499
1,3.9219419956207275
2,3.9202723503112793
3,3.921505928039551
4,3.9228789806365967
5,3.9244372844696045
6,3.924381732940674
7,3.9205477237701416
8,3.9188408851623535
9,3.9221255779266357
