,OverallError
0,3.9224610328674316
1,3.917318344116211
2,3.918325424194336
3,3.916315793991089
4,3.92173433303833
5,3.877080202102661
6,3.925907611846924
7,3.9176487922668457
8,3.913999080657959
9,3.9064605236053467
