,OverallError
0,3.9536025524139404
1,3.954888343811035
2,3.954547166824341
3,3.9558374881744385
4,3.9339921474456787
5,3.952115774154663
6,3.954921007156372
7,3.944101572036743
8,3.9582557678222656
9,3.95902156829834
