,OverallError
0,3.5755228996276855
1,3.5760161876678467
2,3.571662425994873
3,3.5749313831329346
4,3.575192928314209
5,3.5743319988250732
6,3.5750343799591064
7,3.5756771564483643
8,3.5762405395507812
9,3.5758280754089355
