,OverallError
0,3.9222729206085205
1,3.920438528060913
2,3.9189751148223877
3,3.9199817180633545
4,4.319185256958008
5,3.919734001159668
6,3.91656231880188
7,3.918236494064331
8,3.9144294261932373
9,3.912385940551758
