,OverallError
0,3.970721960067749
1,3.9737555980682373
2,3.9658455848693848
3,3.9914281368255615
4,4.015946865081787
5,3.97773814201355
6,3.968592882156372
7,4.009572982788086
8,3.9865047931671143
9,3.9689712524414062
