,OverallError,PANAS.Positive_Error,PANAS.Negative_Error,PANAS.Positive_Accuracy,PANAS.Negative_Accuracy
0,18342987776.0,8536730624.0,9806256128.0,0.02583007887005806,0.02424316480755806
1,43100303360.0,25352394752.0,17747912704.0,0.02421874925494194,0.0235595703125
2,28837171200.0,12245204992.0,16591965184.0,0.02421874925494194,0.02553710900247097
3,30100613120.0,17615015936.0,12485594112.0,0.0257568359375,0.02407226525247097
4,58817687552.0,25951014912.0,32866668544.0,0.02480468712747097,0.02592773362994194
5,36204490752.0,18915094528.0,17289398272.0,0.02463378943502903,0.02536621131002903
6,57676136448.0,24415750144.0,33260384256.0,0.02351074293255806,0.02619628980755806
7,54612697088.0,25025277952.0,29587427328.0,0.02497558668255806,0.02614746056497097
8,46244896768.0,24549140480.0,21695758336.0,0.02585449256002903,0.02497558668255806
9,81388019712.0,41110843392.0,40277176320.0,0.02448730543255806,0.025390625
