,OverallError
0,3.9211361408233643
1,3.917555570602417
2,3.9122061729431152
3,3.9015870094299316
4,3.9159622192382812
5,3.908505916595459
6,3.9150619506835938
7,3.9217445850372314
8,3.920656681060791
9,3.9154281616210938
