,OverallError
0,4.027724742889404
1,4.028761863708496
2,4.024526119232178
3,4.029644966125488
4,4.023985862731934
5,4.026475429534912
6,4.028861045837402
7,4.02633810043335
8,3.6359822750091553
9,4.0222554206848145
