,OverallError
0,3.914391040802002
1,3.908540964126587
2,3.922858715057373
3,3.917022705078125
4,3.9166581630706787
5,3.9222166538238525
6,3.9179139137268066
7,3.921572208404541
8,3.920879602432251
9,3.920600652694702
