,OverallError
0,4.063828945159912
1,4.0625433921813965
2,4.062411308288574
3,4.060735702514648
4,4.0616326332092285
5,4.0630574226379395
6,4.043607711791992
7,4.062343120574951
8,4.478775501251221
9,4.476522445678711
