,OverallError
0,3.7688443660736084
1,3.7539889812469482
2,3.777684450149536
3,3.764871120452881
4,3.74173903465271
5,3.7386598587036133
6,3.7599759101867676
7,3.767781972885132
8,3.738245725631714
9,3.770354747772217
