,OverallError
0,3.992919921875
1,3.9884235858917236
2,3.978175640106201
3,3.993410110473633
4,3.9923202991485596
5,3.9909508228302
6,3.9918265342712402
7,3.9899866580963135
8,3.9935226440429688
9,3.9924399852752686
