,OverallError
0,4.102835655212402
1,4.1004958152771
2,4.096492290496826
3,4.10108757019043
4,4.101929187774658
5,4.103332042694092
6,4.546875476837158
7,4.102780818939209
8,4.546969413757324
9,4.101604461669922
